Indicator,Data Source,PUBLISH STATES,Year,iden,WHO region,Country,Beverage Types,Display Value,Numeric,High,Comments
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2003,SWE,Europe,Sweden,All types,6.9,6.9,SWE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2003,SWE,Europe,Sweden,Beer,2.8,2.8,SWE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2003,SWE,Europe,Sweden,Other alcoholic beverages,0,0,SWE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2003,SWE,Europe,Sweden,Spirits,1.2,1.2,SWE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2003,SWE,Europe,Sweden,Wine,2.9,2.9,SWE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2004,SWE,Europe,Sweden,All types,6.6,6.6,SWE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2004,SWE,Europe,Sweden,Beer,2.6,2.6,SWE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2004,SWE,Europe,Sweden,Other alcoholic beverages,0,0,SWE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2004,SWE,Europe,Sweden,Spirits,1.2,1.2,SWE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2004,SWE,Europe,Sweden,Wine,2.8,2.8,SWE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2005,SWE,Europe,Sweden,All types,6.5,6.5,SWE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2005,SWE,Europe,Sweden,Beer,2.6,2.6,SWE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2005,SWE,Europe,Sweden,Other alcoholic beverages,0,0,SWE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2005,SWE,Europe,Sweden,Spirits,1,1,SWE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2005,SWE,Europe,Sweden,Wine,2.9,2.9,SWE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2006,SWE,Europe,Sweden,All types,6.5,6.5,SWE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2006,SWE,Europe,Sweden,Beer,2.5,2.5,SWE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2006,SWE,Europe,Sweden,Other alcoholic beverages,0.1,0.1,SWE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2006,SWE,Europe,Sweden,Spirits,1,1,SWE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2006,SWE,Europe,Sweden,Wine,2.9,2.9,SWE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2007,SWE,Europe,Sweden,All types,6.9,6.9,SWE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2007,SWE,Europe,Sweden,Beer,2.6,2.6,SWE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2007,SWE,Europe,Sweden,Other alcoholic beverages,0.1,0.1,SWE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2007,SWE,Europe,Sweden,Spirits,1.1,1.1,SWE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2007,SWE,Europe,Sweden,Wine,3.1,3.1,SWE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2008,SWE,Europe,Sweden,All types,6.9,6.9,SWE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2008,SWE,Europe,Sweden,Beer,2.6,2.6,SWE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2008,SWE,Europe,Sweden,Other alcoholic beverages,0.1,0.1,SWE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2008,SWE,Europe,Sweden,Spirits,1.1,1.1,SWE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2008,SWE,Europe,Sweden,Wine,3.1,3.1,SWE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2009,SWE,Europe,Sweden,All types,7.3,7.3,SWE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2009,SWE,Europe,Sweden,Beer,2.7,2.7,SWE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2009,SWE,Europe,Sweden,Other alcoholic beverages,0.1,0.1,SWE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2009,SWE,Europe,Sweden,Spirits,1.2,1.2,SWE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2009,SWE,Europe,Sweden,Wine,3.3,3.3,SWE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2010,SWE,Europe,Sweden,All types,7.2,7.2,SWE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2010,SWE,Europe,Sweden,Beer,2.7,2.7,SWE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2010,SWE,Europe,Sweden,Other alcoholic beverages,0.1,0.1,SWE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2010,SWE,Europe,Sweden,Spirits,1.1,1.1,SWE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2010,SWE,Europe,Sweden,Wine,3.4,3.4,SWE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2011,SWE,Europe,Sweden,All types,7.4,7.4,SWE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2011,SWE,Europe,Sweden,Beer,2.7,2.7,SWE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2011,SWE,Europe,Sweden,Other alcoholic beverages,0,0,SWE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2011,SWE,Europe,Sweden,Spirits,1.1,1.1,SWE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2011,SWE,Europe,Sweden,Wine,3.6,3.6,SWE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2012,SWE,Europe,Sweden,All types,7.4,7.4,SWE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2012,SWE,Europe,Sweden,Beer,2.7,2.7,SWE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2012,SWE,Europe,Sweden,Other alcoholic beverages,0,0,SWE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2012,SWE,Europe,Sweden,Spirits,1.1,1.1,SWE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2012,SWE,Europe,Sweden,Wine,3.6,3.6,SWE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2013,SWE,Europe,Sweden,All types,7.3,7.3,SWE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2013,SWE,Europe,Sweden,Beer,2.6,2.6,SWE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2013,SWE,Europe,Sweden,Other alcoholic beverages,0,0,SWE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2013,SWE,Europe,Sweden,Spirits,1.1,1.1,SWE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2013,SWE,Europe,Sweden,Wine,3.6,3.6,SWE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2014,SWE,Europe,Sweden,All types,7.3,7.3,SWE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2014,SWE,Europe,Sweden,Beer,2.7,2.7,SWE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2014,SWE,Europe,Sweden,Other alcoholic beverages,0,0,SWE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2014,SWE,Europe,Sweden,Spirits,1,1,SWE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2014,SWE,Europe,Sweden,Wine,3.6,3.6,SWE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2000,CHE,Europe,Switzerland,All types,11.26,11.26,CHE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2000,CHE,Europe,Switzerland,Beer,3.39,3.39,CHE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2000,CHE,Europe,Switzerland,Other alcoholic beverages,0.12,0.12,CHE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2000,CHE,Europe,Switzerland,Spirits,1.94,1.94,CHE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2000,CHE,Europe,Switzerland,Wine,5.81,5.81,CHE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2001,CHE,Europe,Switzerland,All types,11.12,11.12,CHE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2001,CHE,Europe,Switzerland,Beer,3.38,3.38,CHE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2001,CHE,Europe,Switzerland,Other alcoholic beverages,0.12,0.12,CHE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2001,CHE,Europe,Switzerland,Spirits,1.93,1.93,CHE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2001,CHE,Europe,Switzerland,Wine,5.68,5.68,CHE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2002,CHE,Europe,Switzerland,All types,10.85,10.85,CHE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2002,CHE,Europe,Switzerland,Beer,3.26,3.26,CHE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2002,CHE,Europe,Switzerland,Other alcoholic beverages,0.12,0.12,CHE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2002,CHE,Europe,Switzerland,Spirits,1.93,1.93,CHE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2002,CHE,Europe,Switzerland,Wine,5.55,5.55,CHE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2003,CHE,Europe,Switzerland,All types,10.82,10.82,CHE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2003,CHE,Europe,Switzerland,Beer,3.37,3.37,CHE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2003,CHE,Europe,Switzerland,Other alcoholic beverages,0.12,0.12,CHE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2003,CHE,Europe,Switzerland,Spirits,1.92,1.92,CHE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2003,CHE,Europe,Switzerland,Wine,5.41,5.41,CHE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2004,CHE,Europe,Switzerland,All types,10.55,10.55,CHE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2004,CHE,Europe,Switzerland,Beer,3.24,3.24,CHE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2004,CHE,Europe,Switzerland,Other alcoholic beverages,0.12,0.12,CHE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2004,CHE,Europe,Switzerland,Spirits,1.92,1.92,CHE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2004,CHE,Europe,Switzerland,Wine,5.27,5.27,CHE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2005,CHE,Europe,Switzerland,All types,10.15,10.15,CHE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2005,CHE,Europe,Switzerland,Beer,3.11,3.11,CHE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2005,CHE,Europe,Switzerland,Other alcoholic beverages,0.12,0.12,CHE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2005,CHE,Europe,Switzerland,Spirits,1.79,1.79,CHE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2005,CHE,Europe,Switzerland,Wine,5.14,5.14,CHE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2006,CHE,Europe,Switzerland,All types,10.24,10.24,CHE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2006,CHE,Europe,Switzerland,Beer,3.21,3.21,CHE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2006,CHE,Europe,Switzerland,Other alcoholic beverages,0.12,0.12,CHE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2006,CHE,Europe,Switzerland,Spirits,1.9,1.9,CHE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2006,CHE,Europe,Switzerland,Wine,5,5,CHE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2007,CHE,Europe,Switzerland,All types,10.44,10.44,CHE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2007,CHE,Europe,Switzerland,Beer,3.32,3.32,CHE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2007,CHE,Europe,Switzerland,Other alcoholic beverages,0.12,0.12,CHE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2007,CHE,Europe,Switzerland,Spirits,1.9,1.9,CHE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2007,CHE,Europe,Switzerland,Wine,5.1,5.1,CHE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2008,CHE,Europe,Switzerland,All types,10.29,10.29,CHE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2008,CHE,Europe,Switzerland,Beer,3.31,3.31,CHE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2008,CHE,Europe,Switzerland,Other alcoholic beverages,0.12,0.12,CHE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2008,CHE,Europe,Switzerland,Spirits,1.89,1.89,CHE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2008,CHE,Europe,Switzerland,Wine,4.97,4.97,CHE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2009,CHE,Europe,Switzerland,All types,10.15,10.15,CHE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2009,CHE,Europe,Switzerland,Beer,3.3,3.3,CHE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2009,CHE,Europe,Switzerland,Other alcoholic beverages,0.12,0.12,CHE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2009,CHE,Europe,Switzerland,Spirits,1.89,1.89,CHE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2009,CHE,Europe,Switzerland,Wine,4.84,4.84,CHE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2010,CHE,Europe,Switzerland,All types,10.01,10.01,CHE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2010,CHE,Europe,Switzerland,Beer,3.18,3.18,CHE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2010,CHE,Europe,Switzerland,Other alcoholic beverages,0.12,0.12,CHE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2010,CHE,Europe,Switzerland,Spirits,1.77,1.77,CHE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2010,CHE,Europe,Switzerland,Wine,4.94,4.94,CHE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2011,CHE,Europe,Switzerland,All types,9.99,9.99,CHE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2011,CHE,Europe,Switzerland,Beer,3.17,3.17,CHE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2011,CHE,Europe,Switzerland,Other alcoholic beverages,0.12,0.12,CHE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2011,CHE,Europe,Switzerland,Spirits,1.88,1.88,CHE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2011,CHE,Europe,Switzerland,Wine,4.82,4.82,CHE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2012,CHE,Europe,Switzerland,All types,9.86,9.86,CHE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2012,CHE,Europe,Switzerland,Beer,3.17,3.17,CHE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2012,CHE,Europe,Switzerland,Other alcoholic beverages,0.12,0.12,CHE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2012,CHE,Europe,Switzerland,Spirits,1.88,1.88,CHE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2012,CHE,Europe,Switzerland,Wine,4.69,4.69,CHE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2013,CHE,Europe,Switzerland,All types,9.73,9.73,CHE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2013,CHE,Europe,Switzerland,Beer,3.17,3.17,CHE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2013,CHE,Europe,Switzerland,Other alcoholic beverages,0.12,0.12,CHE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2013,CHE,Europe,Switzerland,Spirits,1.76,1.76,CHE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2013,CHE,Europe,Switzerland,Wine,4.69,4.69,CHE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2014,CHE,Europe,Switzerland,All types,9.61,9.61,CHE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2014,CHE,Europe,Switzerland,Beer,3.16,3.16,CHE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2014,CHE,Europe,Switzerland,Other alcoholic beverages,0.12,0.12,CHE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2014,CHE,Europe,Switzerland,Spirits,1.76,1.76,CHE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2014,CHE,Europe,Switzerland,Wine,4.57,4.57,CHE,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2000,SYR,Eastern Mediterranean,Syrian Arab Republic,All types,1.41,1.41,SYR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2000,SYR,Eastern Mediterranean,Syrian Arab Republic,Beer,0.05,0.05,SYR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2000,SYR,Eastern Mediterranean,Syrian Arab Republic,Other alcoholic beverages,0,0,SYR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2000,SYR,Eastern Mediterranean,Syrian Arab Republic,Spirits,0.89,0.89,SYR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2000,SYR,Eastern Mediterranean,Syrian Arab Republic,Wine,0.47,0.47,SYR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2001,SYR,Eastern Mediterranean,Syrian Arab Republic,All types,1.29,1.29,SYR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2001,SYR,Eastern Mediterranean,Syrian Arab Republic,Beer,0.06,0.06,SYR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2001,SYR,Eastern Mediterranean,Syrian Arab Republic,Other alcoholic beverages,0,0,SYR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2001,SYR,Eastern Mediterranean,Syrian Arab Republic,Spirits,0.9,0.9,SYR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2001,SYR,Eastern Mediterranean,Syrian Arab Republic,Wine,0.33,0.33,SYR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2002,SYR,Eastern Mediterranean,Syrian Arab Republic,All types,1.25,1.25,SYR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2002,SYR,Eastern Mediterranean,Syrian Arab Republic,Beer,0.05,0.05,SYR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2002,SYR,Eastern Mediterranean,Syrian Arab Republic,Other alcoholic beverages,0,0,SYR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2002,SYR,Eastern Mediterranean,Syrian Arab Republic,Spirits,0.86,0.86,SYR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2002,SYR,Eastern Mediterranean,Syrian Arab Republic,Wine,0.34,0.34,SYR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2003,SYR,Eastern Mediterranean,Syrian Arab Republic,All types,1.29,1.29,SYR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2003,SYR,Eastern Mediterranean,Syrian Arab Republic,Beer,0.05,0.05,SYR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2003,SYR,Eastern Mediterranean,Syrian Arab Republic,Other alcoholic beverages,0,0,SYR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2003,SYR,Eastern Mediterranean,Syrian Arab Republic,Spirits,0.82,0.82,SYR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2003,SYR,Eastern Mediterranean,Syrian Arab Republic,Wine,0.42,0.42,SYR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2004,SYR,Eastern Mediterranean,Syrian Arab Republic,All types,0.93,0.93,SYR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2004,SYR,Eastern Mediterranean,Syrian Arab Republic,Beer,0.05,0.05,SYR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2004,SYR,Eastern Mediterranean,Syrian Arab Republic,Other alcoholic beverages,0,0,SYR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2004,SYR,Eastern Mediterranean,Syrian Arab Republic,Spirits,0.56,0.56,SYR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2004,SYR,Eastern Mediterranean,Syrian Arab Republic,Wine,0.32,0.32,SYR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2005,SYR,Eastern Mediterranean,Syrian Arab Republic,All types,0.92,0.92,SYR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2005,SYR,Eastern Mediterranean,Syrian Arab Republic,Beer,0.05,0.05,SYR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2005,SYR,Eastern Mediterranean,Syrian Arab Republic,Other alcoholic beverages,0,0,SYR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2005,SYR,Eastern Mediterranean,Syrian Arab Republic,Spirits,0.55,0.55,SYR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2005,SYR,Eastern Mediterranean,Syrian Arab Republic,Wine,0.32,0.32,SYR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2006,SYR,Eastern Mediterranean,Syrian Arab Republic,All types,0.97,0.97,SYR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2006,SYR,Eastern Mediterranean,Syrian Arab Republic,Beer,0.08,0.08,SYR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2006,SYR,Eastern Mediterranean,Syrian Arab Republic,Other alcoholic beverages,0,0,SYR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2006,SYR,Eastern Mediterranean,Syrian Arab Republic,Spirits,0.54,0.54,SYR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2006,SYR,Eastern Mediterranean,Syrian Arab Republic,Wine,0.35,0.35,SYR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2007,SYR,Eastern Mediterranean,Syrian Arab Republic,All types,0.83,0.83,SYR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2007,SYR,Eastern Mediterranean,Syrian Arab Republic,Beer,0.08,0.08,SYR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2007,SYR,Eastern Mediterranean,Syrian Arab Republic,Other alcoholic beverages,0,0,SYR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2007,SYR,Eastern Mediterranean,Syrian Arab Republic,Spirits,0.52,0.52,SYR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2007,SYR,Eastern Mediterranean,Syrian Arab Republic,Wine,0.22,0.22,SYR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2008,SYR,Eastern Mediterranean,Syrian Arab Republic,All types,0.8,0.8,SYR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2008,SYR,Eastern Mediterranean,Syrian Arab Republic,Beer,0.08,0.08,SYR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2008,SYR,Eastern Mediterranean,Syrian Arab Republic,Other alcoholic beverages,0,0,SYR,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2008,SYR,Eastern Mediterranean,Syrian Arab Republic,Spirits,0.5,0.5,SYR,
